Clave,Entidad y municipio,Entidad,% Mecánica,% Temporal,% Herbicidas químicos,% Insecticidas químicos,% labor agricola,% bosque
13_069,  TIZAYUCA,HIDALGO,95.28688525,91.97679355,47.12806,17.9128343,71.10329228,0
13_070,  TLAHUELILPAN,HIDALGO,93.6416185,7.819602214,44.34462676,29.43549385,67.17680248,0.00769878
13_071,  TLAHUILTEPA,HIDALGO,0.817438692,97.85935945,0.366778088,0.033587083,31.84683479,10.26754162
13_072,  TLANALAPA,HIDALGO,79.19655667,99.10934658,35.10935664,4.860351078,70.2135016,0.05292116
13_073,  TLANCHINOL,HIDALGO,0.016840687,99.98562073,0.138981766,0.112575231,72.7935832,1.45130188
13_074,  TLAXCOAPAN,HIDALGO,98.02052786,1.789776921,39.67376697,35.8500494,76.76579008,0.158314718
13_075,  TOLCAYUCA,HIDALGO,89.48306595,99.52606548,36.15440735,7.246063628,57.10482055,0.00052724
13_076,  TULA DE ALLENDE,HIDALGO,70.32418953,45.32324685,21.28298341,15.05911573,74.95900532,0.020497341
13_077,  TULANCINGO DE BRAVO,HIDALGO,58.39783282,58.73969056,20.64599095,4.6516136,60.41454921,2.228875986
13_078,  XOCHIATIPAN,HIDALGO,2.656599553,100,0.376550594,0.018108369,86.8708074,0.679880736
13_079,  XOCHICOATLÁN,HIDALGO,0.098231827,100,0,0.074190581,34.79010148,15.26346414
13_080,  YAHUALICA,HIDALGO,0.500250125,99.98354273,0.077826961,0,84.25554957,1.054750921
13_081,  ZACUALTIPÁN DE ÁNGELES,HIDALGO,1.534170153,96.38876291,5.616412774,3.52906651,16.77656192,26.38231618
13_082,  ZAPOTLÁN DE JUÁREZ,HIDALGO,90.22757697,99.26967471,57.38559702,10.93036044,63.58493916,0
13_083,  ZEMPOALA,HIDALGO,84.05155054,97.45619001,20.48528982,4.347587252,61.07104301,0.733453321
13_084,  ZIMAPÁN,HIDALGO,14.63414634,94.78198452,0.39924895,3.443395461,27.98899439,1.049711195
14_001,  ACATIC,JALISCO,85.47854785,99.32592015,64.17779149,56.97370952,44.82483608,24.7793951
14_002,  ACATLÁN DE JUÁREZ,JALISCO,54.05797101,63.92163159,40.93852206,34.35738395,46.22339109,15.44571424
14_003,  AHUALULCO DE MERCADO,JALISCO,59.58631663,72.47921542,64.66854801,62.41022299,62.19001477,13.31249441
14_004,  AMACUECA,JALISCO,22.29580574,71.62092425,21.48678939,12.78161427,50.98948495,34.78597583
14_005,  AMATITÁN,JALISCO,45.39007092,97.68172917,32.75976202,15.98038754,74.53172798,0.425918712
14_006,  AMECA,JALISCO,58.4433073,81.4641679,62.47764196,57.46394521,49.13784039,6.741713007
14_007,  SAN JUANITO DE ESCOBEDO,JALISCO,55.91666667,87.71448678,45.54383944,41.69010048,53.85816863,1.917491331
14_008,  ARANDAS,JALISCO,82.49318801,97.49432683,59.37861658,53.57713165,28.29438655,1.00402761
14_009,  EL ARENAL,JALISCO,65.15679443,77.7502422,44.53865649,17.84629956,55.15047519,0.297634151
14_010,  ATEMAJAC DE BRIZUELA,JALISCO,42.75184275,95.57711807,33.49704228,29.95912823,23.50661811,43.86766044
14_011,  ATENGO,JALISCO,39.41093969,99.3333037,35.99315973,34.11648132,47.42346954,14.22567047
14_012,  ATENGUILLO,JALISCO,61.55462185,98.84159984,43.9621875,44.52312293,19.04305958,42.10666417
14_013,  ATOTONILCO EL ALTO,JALISCO,75.15085025,89.30360962,62.29085919,58.07251771,69.04970088,1.794024131
14_014,  ATOYAC,JALISCO,55.47785548,82.75776707,35.64410631,34.31194974,39.24563409,8.578475923
14_015,  AUTLÁN DE NAVARRO,JALISCO,62.47569669,74.12994283,30.05808708,25.77961714,60.97872474,1.830974673
14_016,  AYOTLÁN,JALISCO,66.73139159,63.34354611,70.30427075,71.86775325,40.96002937,27.75845308
14_017,  AYUTLA,JALISCO,39.01960784,99.88224779,20.89652042,20.29902175,43.84360664,12.21603294
14_018,  LA BARCA,JALISCO,92.78242678,72.25322445,88.57918338,86.16241618,70.57741629,0.987366153
14_019,  BOLAÑOS,JALISCO,8.934707904,99.18473386,12.12065801,4.333710548,8.39697827,65.06886381
14_020,  CABO CORRIENTES,JALISCO,19.74723539,93.69422283,4.405866311,1.725580926,49.37404896,11.39838029
14_021,  CASIMIRO CASTILLO,JALISCO,60.78014184,67.80781265,23.57759206,18.97890984,65.37070916,4.841855121
14_022,  CIHUATLÁN,JALISCO,56.59630607,75.27860187,11.12550234,9.623155504,52.63569809,7.359247659
14_023,  ZAPOTLÁN EL GRANDE,JALISCO,76.48305085,84.31756526,51.71285887,33.59789976,49.13282752,22.71150851
14_024,  COCULA,JALISCO,70.96436059,83.78322559,44.15700306,41.92291285,55.00853568,2.1858752
14_025,  COLOTLÁN,JALISCO,65.78483245,97.04246621,27.99896873,5.957639953,22.73807495,36.05529214
14_026,  CONCEPCIÓN DE BUENOS AIRES,JALISCO,52.8109029,99.48033272,30.10894356,21.98597171,38.34730006,5.953152898
14_027,  CUAUTITLÁN DE GARCÍA BARRAGÁN,JALISCO,22.02549575,89.37501496,13.32471887,10.17741725,68.07364683,3.389130448
14_028,  CUAUTLA,JALISCO,53.92670157,99.27745707,31.54043144,30.25160236,10.69858983,72.68021666
14_029,  CUQUÍO,JALISCO,59.44944415,95.0300857,57.7444649,51.3837322,42.58166485,0.32828763
14_030,  CHAPALA,JALISCO,33.23782235,79.98917439,55.37019159,54.33246755,4.543066135,0.768853377
14_031,  CHIMALTITÁN,JALISCO,22.172949,93.15149019,26.31737779,19.64490606,9.607301066,34.02029344
14_032,  CHIQUILISTLÁN,JALISCO,26.124197,99.22613689,23.37806719,13.66909383,29.48584384,12.03800418
14_033,  DEGOLLADO,JALISCO,73.86262266,89.24744044,52.87019117,45.9346603,36.83458762,10.28815786
14_034,  EJUTLA,JALISCO,31.94444444,99.77523223,5.395464179,4.578362632,26.96849984,27.58001268
14_035,  ENCARNACIÓN DE DÍAZ,JALISCO,95.71629213,79.46955782,23.38051478,2.302073801,21.35254591,0.456592525
14_036,  ETZATLÁN,JALISCO,73.97058824,92.52852124,63.47378559,59.80666086,36.17149227,0.455290413
14_037,  EL GRULLO,JALISCO,61.91369606,49.58495359,37.7555447,23.88568637,42.27370917,13.60824471
14_038,  GUACHINANGO,JALISCO,46.25668449,97.45597956,21.01335402,14.92036642,29.71034406,10.9731322
14_040,  HOSTOTIPAQUILLO,JALISCO,19.55810147,98.11033361,15.77800081,12.70224439,36.3931438,33.51511644
14_041,  HUEJÚCAR,JALISCO,57.6,99.15059125,33.15963708,8.786305923,7.805803345,52.64785967
14_042,  HUEJUQUILLA EL ALTO,JALISCO,52.68292683,95.35947316,13.26000444,1.592428742,9.516331186,52.32084446
14_043,  LA HUERTA,JALISCO,41.9921875,92.61480132,6.598256671,3.99135283,42.77084447,29.81537721
14_044,  IXTLAHUACÁN DE LOS MEMBRILLOS,JALISCO,77.8425656,78.99484295,76.59632288,75.77658024,47.32387177,4.682359015
14_045,  IXTLAHUACÁN DEL RÍO,JALISCO,69.95377504,99.02784028,42.90687811,44.10853538,35.89298325,39.98009992
14_046,  JALOSTOTITLÁN,JALISCO,93.34532374,95.5370224,28.51187583,9.317546804,27.30999859,0.736323502
14_047,  JAMAY,JALISCO,89.10788382,66.28791274,79.41127702,78.17194278,77.15647911,13.49573219
14_048,  JESÚS MARÍA,JALISCO,71.94968553,99.23036437,60.75563111,54.97026338,16.97058719,1.604775991
14_049,  JILOTLÁN DE LOS DOLORES,JALISCO,59.45355191,94.06862853,12.19420879,7.810674929,35.47292763,29.37288084
14_050,  JOCOTEPEC,JALISCO,50.55555556,91.15231033,57.32693584,58.42473648,74.52854475,16.36182377
14_051,  JUANACATLÁN,JALISCO,64,82.6349736,62.51939251,57.06197004,30.21583108,40.64224427
14_052,  JUCHITLÁN,JALISCO,33.42036554,99.12779148,29.21969716,22.97570886,44.60867547,4.700485402
14_053,  LAGOS DE MORENO,JALISCO,88.11118553,72.83844723,39.11878509,17.82336362,17.76271512,0.621230254
14_054,  EL LIMÓN,JALISCO,50,86.67934336,17.96712009,12.06322051,42.9371966,3.526306796
14_055,  MAGDALENA,JALISCO,74.66504263,97.14691768,45.33050626,37.26370283,43.65754721,2.438751196
14_056,  SANTA MARÍA DEL ORO,JALISCO,21.22905028,100,1.394453653,1.217799237,45.4649206,23.55365385
14_057,  LA MANZANILLA DE LA PAZ,JALISCO,37.61755486,99.57835615,20.91640452,9.664066485,35.90294452,22.91570131
14_058,  MASCOTA,JALISCO,73.72685185,92.20786681,32.41145423,41.14131222,25.72582403,14.28880591
14_059,  MAZAMITLA,JALISCO,54.43298969,98.29586547,28.2803417,19.54784377,38.66187164,3.990861427
14_060,  MEXTICACÁN,JALISCO,56.81818182,96.1563885,27.44029847,3.494030957,20.03140257,21.92937441
14_061,  MEZQUITIC,JALISCO,23.55491329,99.62118506,5.75521903,0.96344447,5.423306986,43.98727118
14_062,  MIXTLÁN,JALISCO,63.25,99.45370219,35.40688089,32.55010094,29.4928685,19.08524782
14_063,  OCOTLÁN,JALISCO,88.01801802,83.68834721,85.42890778,85.50767793,63.46928574,1.290641531
14_064,  OJUELOS DE JALISCO,JALISCO,84.60833715,90.41218901,14.63156034,7.467571036,26.33658223,0.045422718
14_065,  PIHUAMO,JALISCO,19.23847695,96.12578955,5.332854041,4.060167455,42.93177142,43.17338724
14_066,  PONCITLÁN,JALISCO,43.82859804,80.21789854,69.05928992,64.77309875,70.26958781,0.199284248
14_067,  PUERTO VALLARTA,JALISCO,61.37724551,70.80199526,23.20671992,22.04111805,19.73863936,23.87229981
14_068,  VILLA PURIFICACIÓN,JALISCO,21.20200334,91.28607942,2.158760283,1.874561607,60.59743338,3.664651391
14_069,  QUITUPAN,JALISCO,39.98316498,95.65607403,17.77708866,17.48073668,39.24170483,42.79680187
14_070,  EL SALTO,JALISCO,50.81081081,98.40328567,45.62898538,41.06213349,41.83777863,3.974892879
14_071,  SAN CRISTÓBAL DE LA BARRANCA,JALISCO,34.75336323,91.50030242,14.8495207,14.84493851,31.13265307,2.456910305
14_072,  SAN DIEGO DE ALEJANDRÍA,JALISCO,89.95983936,93.0322246,59.1445255,29.46288148,19.99956152,0.942298148
14_073,  SAN JUAN DE LOS LAGOS,JALISCO,96.94092827,89.03845519,48.70668865,4.80810179,36.04383842,0.207259308
14_074,  SAN JULIÁN,JALISCO,91.90283401,94.30171696,51.58702614,44.15739056,14.89321894,0.774988909
14_075,  SAN MARCOS,JALISCO,75.30864198,94.02937607,44.04692275,42.36902133,19.78910932,57.11445641
14_076,  SAN MARTÍN DE BOLAÑOS,JALISCO,7,99.15810473,0.125883389,0.117544616,16.95206111,56.91079038
14_077,  SAN MARTÍN HIDALGO,JALISCO,79.58783121,84.50902723,63.62651136,61.78544095,56.25177839,2.941027407
14_078,  SAN MIGUEL EL ALTO,JALISCO,94.48946515,98.27875104,49.42991007,35.63630726,21.39942248,14.26605976
14_079,  GÓMEZ FARÍAS,JALISCO,69.69178082,89.35204373,39.81349874,35.83424892,29.86037334,53.60524878
14_080,  SAN SEBASTIÁN DEL OESTE,JALISCO,45.85575888,94.13000468,23.22478901,17.90423759,34.99660581,47.41573897
14_081,  SANTA MARÍA DE LOS ÁNGELES,JALISCO,53.58490566,96.06476637,38.23298958,2.286387284,24.60247082,3.575399653
14_082,  SAYULA,JALISCO,70.75630252,61.57224737,48.35322296,43.08456797,36.24715244,33.93287872
14_083,  TALA,JALISCO,48.23242584,57.81830331,40.92146975,15.93627053,53.43592743,2.486845411
14_084,  TALPA DE ALLENDE,JALISCO,27.25581395,89.89297165,8.90527328,8.486879726,28.8924454,16.48344536
14_085,  TAMAZULA DE GORDIANO,JALISCO,43.7468096,87.99815182,17.49442782,13.09721814,36.40148015,13.96901072
14_086,  TAPALPA,JALISCO,67.54890679,95.66758527,23.8265309,4.580431316,36.92844114,29.57052851
14_087,  TECALITLÁN,JALISCO,31.18741059,97.03726978,9.004429379,8.012558826,29.05498074,17.46423813
14_088,  TECOLOTLÁN,JALISCO,50.32679739,98.09876324,29.47874692,27.82976329,46.54193329,18.14751527
14_090,  TENAMAXTLÁN,JALISCO,66,98.33620064,44.01258403,40.60455922,52.13822702,7.236572112
14_091,  TEOCALTICHE,JALISCO,72.64573991,88.8905823,26.29583979,8.213590442,27.09384248,24.25846446
14_092,  TEOCUITATLÁN DE CORONA,JALISCO,63.33095068,76.19409381,41.33335714,36.68410434,46.4783583,26.67614445
14_093,  TEPATITLÁN DE MORELOS,JALISCO,77.25060827,99.14696788,56.83536274,44.86350853,22.12027335,1.417754798
14_094,  TEQUILA,JALISCO,26.93173293,98.72510676,24.86246019,13.51183373,32.83788596,1.62014657
14_095,  TEUCHITLÁN,JALISCO,46.72064777,59.56076246,50.06750681,37.49135584,48.05219346,5.752535166
14_096,  TIZAPÁN EL ALTO,JALISCO,14.54545455,78.57488884,42.75049247,27.57128769,56.45531586,7.842196795
14_097,  TLAJOMULCO DE ZÚÑIGA,JALISCO,72.83446712,89.70610224,68.06363696,66.9491589,44.56504008,28.87184411
14_099,  TOLIMÁN,JALISCO,34.54545455,90.86115396,9.972072101,5.520002613,57.4070829,4.395121978
14_100,  TOMATLÁN,JALISCO,43.18915429,74.7359782,8.82378401,5.017271167,31.12355448,13.139815
14_101,  TONALÁ,JALISCO,48.36363636,96.60615253,59.99241598,53.98303076,20.86169444,37.11444228
14_102,  TONAYA,JALISCO,36.82008368,98.60289218,20.0794101,15.92009338,65.8348693,9.868592704
14_103,  TONILA,JALISCO,40.6779661,75.5840035,27.46503273,26.31903902,68.16618185,0.360174803
14_104,  TOTATICHE,JALISCO,49.20634921,95.74674217,24.57562939,9.319437811,13.88000508,37.05338411
14_105,  TOTOTLÁN,JALISCO,74.31693989,81.89257002,75.32584993,75.16867217,53.47539088,20.36077038
14_106,  TUXCACUESCO,JALISCO,38.75,82.27189328,24.10782004,14.52943929,37.83361143,37.79627293
14_107,  TUXCUECA,JALISCO,37.44186047,96.42660815,26.79100514,28.20070252,53.1562558,3.023241426
14_108,  TUXPAN,JALISCO,56.56303972,85.57362079,40.95208801,33.42918165,41.9629335,38.10706054
14_109,  UNIÓN DE SAN ANTONIO,JALISCO,91.49232915,92.89712359,14.40881095,2.588063958,16.1672416,23.15058046
14_110,  UNIÓN DE TULA,JALISCO,68.28110161,93.73553144,40.96021708,40.89856134,46.35373435,0.837193781
14_111,  VALLE DE GUADALUPE,JALISCO,93.60465116,95.68050109,49.94477417,27.55873861,10.93662666,13.92604795
14_112,  VALLE DE JUÁREZ,JALISCO,34.8,98.20290904,11.11692115,3.072409368,23.86703447,47.9870634
14_113,  SAN GABRIEL,JALISCO,57.2173913,96.3095097,51.5174127,46.53288626,46.44342244,14.66328942
14_114,  VILLA CORONA,JALISCO,64.20972644,77.73917284,50.44288406,34.1455449,53.71137481,22.32205303
14_115,  VILLA GUERRERO,JALISCO,51.68831169,96.99074819,8.271218825,1.879022526,13.46230752,48.71961433
14_116,  VILLA HIDALGO,JALISCO,79.24901186,81.75592639,10.24420063,6.687889999,20.09378902,0.462811417
14_117,  CAÑADAS DE OBREGÓN,JALISCO,69.47674419,99.42338015,45.53368156,19.89278847,19.23505809,0.426741082
14_118,  YAHUALICA DE GONZÁLEZ GALLO,JALISCO,53.12169312,93.24214605,39.54030048,13.7419451,27.34555147,1.8150992
14_119,  ZACOALCO DE TORRES,JALISCO,62.26930964,89.34289501,55.19655949,35.70392615,50.1124625,23.94991093
14_120,  ZAPOPAN,JALISCO,53.63204345,93.99740025,52.03968964,46.84145429,30.38311863,1.039505956
14_121,  ZAPOTILTIC,JALISCO,58.86214442,59.17879913,45.25776269,31.45332288,48.88587495,22.84268316
14_122,  ZAPOTITLÁN DE VADILLO,JALISCO,9.302325581,98.97863131,46.09965118,8.327988992,71.47691752,2.384636261
14_123,  ZAPOTLÁN DEL REY,JALISCO,80.8496732,85.91856805,79.43661757,79.01187799,44.5899294,0.987208035
14_124,  ZAPOTLANEJO,JALISCO,67.27272727,98.96756975,42.73978703,39.20441576,23.82221029,36.8110416
14_125,  SAN IGNACIO CERRO GORDO,JALISCO,94.58333333,100,39.15608871,11.44222867,14.43543324,1.302405877
15_002,  ACOLMAN,MÉXICO,87.44541485,75.26982135,12.98205751,7.286737786,75.80059596,1.69206674
15_003,  ACULCO,MÉXICO,38.16975676,57.97876166,44.69086955,6.763391626,31.71300406,0.270194218
15_004,  ALMOLOYA DE ALQUISIRAS,MÉXICO,15.33963113,83.81097422,14.44573298,13.19644938,57.58417002,1.165193788
15_005,  ALMOLOYA DE JUÁREZ,MÉXICO,57.67630539,77.1498325,58.38460687,6.029748158,59.89346748,0.270370726
15_006,  ALMOLOYA DEL RÍO,MÉXICO,54.1322314,99.67319193,63.05434818,12.60498709,68.79407972,0
15_007,  AMANALCO,MÉXICO,10.6361829,88.92280634,28.24104608,2.741477024,84.45301664,0.413982157
15_008,  AMATEPEC,MÉXICO,3.620178042,99.50073307,1.578822303,1.239530743,62.10516393,1.019035037
15_009,  AMECAMECA,MÉXICO,44.76489028,99.987602,37.49377001,5.184345795,71.83937113,0.130004737
15_010,  APAXCO,MÉXICO,90.19908116,76.19969507,5.842994878,4.098981013,37.34641326,0.081681495
15_011,  ATENCO,MÉXICO,71.00238663,63.4108368,15.36039966,1.840921145,38.52698208,0
15_012,  ATIZAPÁN,MÉXICO,82.0754717,99.87515311,64.66597569,0.353340243,80.73638767,0
15_013,  ATIZAPÁN DE ZARAGOZA,MÉXICO,14.67889908,100,0.047646274,0.714694111,22.117776,0
15_014,  ATLACOMULCO,MÉXICO,47.28278041,71.41114196,24.00581102,26.83833605,81.02803116,0.277146245
15_015,  ATLAUTLA,MÉXICO,8.531073446,99.92520352,24.75113008,12.46029825,76.62419237,0.147207349
15_016,  AXAPUSCO,MÉXICO,70.71051815,99.42293845,32.37198693,7.463200472,78.96675589,0.003337475
15_017,  AYAPANGO,MÉXICO,53.67454068,100,46.24856167,10.5044989,78.87401478,0.216850351
15_018,  CALIMAYA,MÉXICO,36.85868587,99.44376853,85.16383197,75.77813321,79.23747346,0
15_019,  CAPULHUAC,MÉXICO,49.51612903,99.72498214,9.82784421,4.026854685,62.63084878,0
15_020,  COACALCO DE BERRIOZÁBAL,MÉXICO,33.33333333,100,0,0,0.896043292,47.60597624
15_021,  COATEPEC HARINAS,MÉXICO,21.35007849,61.34485175,21.73662799,21.6233028,36.76348255,5.110393892
15_022,  COCOTITLÁN,MÉXICO,47.33009709,99.85256304,46.342384,6.966101295,70.35512223,0
15_023,  COYOTEPEC,MÉXICO,26.23814542,74.9795433,20.19025737,0.08061753,44.11670561,0
15_024,  CUAUTITLÁN,MÉXICO,36.47058824,65.19341278,22.19811794,2.446102819,57.17544371,0
15_025,  CHALCO,MÉXICO,38.27683616,98.81797967,20.09351488,3.02850307,74.67590285,0.219142805
15_026,  CHAPA DE MOTA,MÉXICO,15.33026114,75.55390558,19.06920184,0.282817417,44.50896073,3.9556265
15_027,  CHAPULTEPEC,MÉXICO,88.18097876,99.89884413,66.37039235,17.19919615,79.34765195,0
15_028,  CHIAUTLA,MÉXICO,77.17770035,43.95325726,38.04359001,1.199410575,72.0180656,0.123398899
15_029,  CHICOLOAPAN,MÉXICO,85.5513308,72.33063397,19.32291081,5.806433472,89.8686537,0
15_030,  CHICONCUAC,MÉXICO,37.5,75.36945813,69.29392447,63.38259442,100,0
15_031,  CHIMALHUACÁN,MÉXICO,88.97058824,92.93917167,5.245610136,3.519300585,29.60257929,0
15_032,  DONATO GUERRA,MÉXICO,7.067395264,74.43723029,15.67226104,4.769125156,53.84795838,1.483130001
15_033,  ECATEPEC DE MORELOS,MÉXICO,10.71428571,87.7292155,0,3.819109334,51.11657583,1.887544862
15_034,  ECATZINGO,MÉXICO,6.038135593,99.89353286,4.42504048,2.269820263,73.3357132,6.42294628
15_035,  HUEHUETOCA,MÉXICO,40.84507042,94.47752976,43.91648577,4.06970489,61.87706698,0
15_036,  HUEYPOXTLA,MÉXICO,87.49321758,95.06801162,9.237203022,1.299284461,68.36499994,0.002486163
15_037,  HUIXQUILUCAN,MÉXICO,18.98916968,99.89540291,1.5472085,0,24.97552557,0.428428691
15_038,  ISIDRO FABELA,MÉXICO,17.41293532,89.42623802,2.912066997,2.149012008,46.91768268,6.788588732
15_039,  IXTAPALUCA,MÉXICO,60.98726115,93.67644729,56.35493386,8.319313745,82.59873852,0.032124896
15_040,  IXTAPAN DE LA SAL,MÉXICO,22.14814815,66.15933037,39.49620215,38.08608459,23.52610171,1.115901471
15_041,  IXTAPAN DEL ORO,MÉXICO,2.635046113,93.66086896,13.60751161,8.721155845,81.93455254,0.862483784
15_042,  IXTLAHUACA,MÉXICO,59.69917012,51.49753206,65.79306257,25.95650603,80.28763215,0.091204935
15_043,  XALATLACO,MÉXICO,23.875803,99.56963409,30.30923216,11.69319119,81.94574836,0.055551543
15_044,  JALTENCO,MÉXICO,91.66666667,77.49697075,64.04708326,17.3100225,100,0
15_045,  JILOTEPEC,MÉXICO,35.49701645,70.47723405,50.27588946,2.471985957,40.46296358,1.651918111
15_046,  JILOTZINGO,MÉXICO,23.04900181,93.05038851,31.17141512,0.140098893,36.92780431,2.364194267
15_047,  JIQUIPILCO,MÉXICO,39.06400385,50.48014711,63.12436001,20.92704545,41.95413888,0.343719983
15_048,  JOCOTITLÁN,MÉXICO,68.09383412,59.16732091,68.36107445,23.14373382,65.15662706,0.053428786
15_049,  JOQUICINGO,MÉXICO,11.48325359,97.3796679,35.73569366,22.16928622,19.88307165,0
15_050,  JUCHITEPEC,MÉXICO,51.41745414,98.44955975,60.16756568,28.64401449,81.84076478,0.006279753
15_051,  LERMA,MÉXICO,57.58130081,99.56799116,33.29385489,4.37611818,37.27344052,0.430415967
15_052,  MALINALCO,MÉXICO,11.27289807,71.06547673,19.50884862,13.06043773,67.22938073,0.295715671
15_053,  MELCHOR OCAMPO,MÉXICO,56.52173913,6.645130125,3.342189481,1.896020772,43.75681177,0
15_054,  METEPEC,MÉXICO,56.82226212,99.86242235,49.45425192,19.29315972,75.30579019,0
15_055,  MEXICALTZINGO,MÉXICO,88.75912409,99.66421002,56.67219048,71.30303955,33.32219251,0.005812602
15_056,  MORELOS,MÉXICO,26.42031171,90.21056341,42.2749803,3.271061257,32.52183329,0.786572761
15_057,  NAUCALPAN DE JUÁREZ,MÉXICO,19.2563081,99.90193762,7.731568998,2.061672968,7.149278393,0.360175911
15_058,  NEZAHUALCÓYOTL,MÉXICO,100,73.41839447,5.847953216,4.784688995,36.21414914,15.06692161
15_059,  NEXTLALPAN,MÉXICO,89.32384342,38.91283461,5.88241609,1.875459606,48.05810472,0.033752081
15_060,  NICOLÁS ROMERO,MÉXICO,23.75,96.69397694,16.40914965,0.158460567,48.16504553,0.335355413
15_061,  NOPALTEPEC,MÉXICO,61.49425287,99.97829607,6.316278383,3.158356231,73.51162213,0
15_062,  OCOYOACAC,MÉXICO,40.52631579,99.02880214,12.93970251,1.615462348,36.50115771,1.051976398
15_063,  OCUILAN,MÉXICO,7.103825137,97.99841244,10.29078368,11.84604203,61.56073661,0.093048018
15_064,  EL ORO,MÉXICO,14.50151057,85.77497916,21.44354498,0.196727675,70.47731087,0.11884591
15_065,  OTUMBA,MÉXICO,56.72913118,96.57181227,8.080108289,2.234602846,65.90859673,0.606830045
15_066,  OTZOLOAPAN,MÉXICO,5.113636364,99.44230779,3.183646938,7.112114601,59.88122549,3.950506372
15_067,  OTZOLOTEPEC,MÉXICO,44.60368529,66.90273938,45.48680573,9.01331993,40.33212353,1.059930301
15_068,  OZUMBA,MÉXICO,17.01170117,99.77893691,47.17486339,9.90461997,71.92548049,0.048236164
15_069,  PAPALOTLA,MÉXICO,89.47368421,47.34299517,16.563147,13.8026225,54.53929539,0
15_070,  LA PAZ,MÉXICO,76.38888889,100,2.93940884,2.240069934,90.73996294,0.306361952
15_071,  POLOTITLÁN,MÉXICO,92.80155642,86.1735107,32.76267882,7.573482967,57.2634331,0
15_072,  RAYÓN,MÉXICO,48.24355972,92.4207936,72.4078745,57.64318671,65.64873482,0
15_073,  SAN ANTONIO LA ISLA,MÉXICO,63.96276596,100,80.38204507,23.41368611,72.62986472,0.030226203
15_074,  SAN FELIPE DEL PROGRESO,MÉXICO,21.2838931,82.81774782,38.59998206,1.910527727,83.30144248,1.309962464
15_075,  SAN MARTÍN DE LAS PIRÁMIDES,MÉXICO,24.06221409,90.50743864,3.963801763,2.014593007,63.20591441,0.040423519
15_076,  SAN MATEO ATENCO,MÉXICO,70.2247191,100,71.7031364,14.38001459,82.05649988,0
15_077,  SAN SIMÓN DE GUERRERO,MÉXICO,6.48011782,99.93836948,8.415856395,2.419147345,69.28350269,1.293664257
15_078,  SANTO TOMÁS,MÉXICO,0.443786982,94.11116078,9.373213584,1.991845139,63.42802836,4.716428645
15_079,  SOYANIQUILPAN DE JUÁREZ,MÉXICO,46.54046997,38.76078886,42.02412993,6.966821346,56.09905835,3.017178161
15_080,  SULTEPEC,MÉXICO,0.35118525,99.43989373,11.36712854,4.652252071,38.72229967,1.645646199
15_081,  TECÁMAC,MÉXICO,87.37980769,60.9627568,21.92326542,7.026433996,55.68464853,0
15_082,  TEJUPILCO,MÉXICO,8.429268293,99.4329685,4.83400407,4.274768648,50.6155232,1.353384206
15_083,  TEMAMATLA,MÉXICO,59.94318182,98.99376132,50.91184391,14.19754861,72.73582736,0.097586137
15_084,  TEMASCALAPA,MÉXICO,88.17774154,99.98414672,26.670334,5.402417842,65.3717682,0.064020378
15_085,  TEMASCALCINGO,MÉXICO,45.78587699,65.03734138,53.53679745,5.055296868,62.30619928,0.348198209
15_086,  TEMASCALTEPEC,MÉXICO,6.763717805,75.21078365,15.84807368,14.56479506,55.87566453,0.940966587
15_087,  TEMOAYA,MÉXICO,44.59125889,50.83688874,47.69890549,11.76603908,48.18027325,0.357361209
15_088,  TENANCINGO,MÉXICO,12.7344782,87.80550501,9.00373486,7.82581741,39.19821521,1.35405929
15_089,  TENANGO DEL AIRE,MÉXICO,67.57532281,99.90499715,64.41074482,4.491259738,82.86081629,0.263699933
15_090,  TENANGO DEL VALLE,MÉXICO,11.73111861,97.24967663,59.29105408,43.37524158,66.20122486,0.075176953
15_091,  TEOLOYUCÁN,MÉXICO,54.08895265,35.67677373,11.08094699,1.730900649,55.62599869,0
15_092,  TEOTIHUACÁN,MÉXICO,63.30326945,71.87398931,6.973541243,1.696325718,61.74525502,0.111080007
15_093,  TEPETLAOXTOC,MÉXICO,56.75675676,96.81277521,28.41850764,5.677312672,64.95026474,0.113459834
15_094,  TEPETLIXPA,MÉXICO,3.948367502,99.62893027,11.23822923,44.3378956,74.67576939,0.085376378
15_095,  TEPOTZOTLÁN,MÉXICO,20.58212058,88.240312,41.25194267,7.023717175,51.52809287,0.234933424
15_096,  TEQUIXQUIAC,MÉXICO,77.51405372,55.45097741,22.30032677,13.25507481,52.75275393,0.002823639
15_097,  TEXCALTITLÁN,MÉXICO,5.166931638,98.38795851,9.790656621,9.837406005,75.05097643,0.360860382
15_098,  TEXCALYACAC,MÉXICO,58.74439462,96.79448659,68.4481334,38.28588598,42.33169312,0
15_099,  TEXCOCO,MÉXICO,56.8536188,67.9149585,25.34653267,7.180474816,77.02048156,3.305177107
15_100,  TEZOYUCA,MÉXICO,82.9787234,78.20208333,14.25208333,0.583333333,64.58022851,0
15_101,  TIANGUISTENCO,MÉXICO,26.26875199,99.53548496,37.15696872,14.65974585,75.89616003,0.045727212
15_102,  TIMILPAN,MÉXICO,59.29018789,91.17525561,49.47757645,0.197916915,71.15344451,0.290436608
15_103,  TLALMANALCO,MÉXICO,51.45038168,99.40743883,22.63957934,2.151932685,63.4817292,0.133611625
